	0	1
184	-4.565	-12.764
185	-5.2326	-13.436
186	-5.1819	-12.147
187	-4.6985	-12.451
188	-4.0539	-12.884
189	-4.3255	-12.479
190	-3.4553	-13.289
191	-4.3393	-13.151
192	-4.1552	-14.099
193	-3.3356	-13.634
194	-2.8061	-12.414
195	-3.6026	-13.768
196	-2.9764	-14.228
197	-2.5989	-13.271
198	-2.562	-13.86
199	-2.6772	-13.34
200	-2.2812	-13.178
201	-1.9451	-13.832
202	-2.714	-14.472
203	-2.6633	-14.546
204	-2.4101	-14.049
205	-1.1807	-13.97
206	-0.95051	-14.712
207	-2.1891	-14.868
208	-1.0886	-15.292
209	-0.54072	-13.86
210	-0.34733	-15.052
211	-1.7056	-16.365
212	-1.1807	-15.269
213	-0.034233	-15.453
214	-0.49467	-16.286
215	-0.83079	-16.277
216	0.2144	-15.596
217	0.35714	-15.158
218	-0.015816	-17.433
219	-0.67885	-17.051
220	0.80837	-15.817
221	0.73009	-17.143
222	-0.29668	-17.714
223	0.67484	-17.281
224	0.66103	-16.397
225	0.96952	-17.889
226	-0.64662	-18.322
227	0.98334	-17.028
228	1.0754	-17.833
229	0.18217	-18.206
230	0.6334	-18.911
231	0.98334	-17.797
232	1.628	-18.308
233	0.44923	-19.298
234	1.2043	-18.331
235	2.5396	-18.4
236	1.2136	-19.215
237	1.301	-19.836
238	2.2495	-18.952
239	2.0608	-19.127
240	1.2458	-20.398
241	1.5589	-19.445
242	3.3546	-19.579
243	1.697	-20.614
244	2.5718	-18.865
245	1.6326	-20.311
246	1.7569	-19.707
247	2.1897	-20.315
248	2.3324	-20.467
249	2.489	-20.693
250	2.5903	-20.172
251	2.3554	-20.49
252	2.5857	-19.928
253	1.7477	-20.656
254	2.0147	-20.389
255	1.6924	-21.13
256	2.3923	-20.78
257	2.6179	-20.707
258	2.7284	-21.139
259	2.0009	-21.181
260	3.1198	-20.872
261	1.5359	-20.776
262	1.628	-20.495
263	2.0009	-21.208
264	2.2219	-21.356
265	2.779	-21.121
266	2.1344	-20.974
267	3.8288	-21.623
268	2.0792	-21.457
269	3.0139	-21.844
270	2.6778	-22.631
271	3.1612	-22.488
272	2.4706	-21.245
273	3.0369	-21.351
274	3.3408	-21.973
275	3.106	-22.111
276	2.7146	-21.406
277	3.4973	-22.014
278	3.2027	-23.552
279	3.8335	-22.65
280	3.5848	-21.766
281	3.6815	-22.258
282	3.4835	-22.921
283	2.8803	-22.479
284	3.2717	-22.673
285	3.4605	-22.604
286	2.8757	-22.682
287	3.0047	-22.548
288	3.2579	-23.695
289	2.8527	-23.179
290	3.5388	-23.211
291	3.0093	-23.198
292	4.3399	-23.161
293	3.0645	-24.33
294	3.6493	-23.732
295	3.4559	-23.782
296	3.5894	-23.35
297	3.3868	-24.008
298	3.5572	-24.054
299	-7.7788	-6.5113
300	-50.176	36.167
301	-50.416	36.558
302	-45.696	24.338
303	16.804	-26.08
304	-35.645	17.993
305	17.776	-25.997
306	-40.857	29.026
307	4.0084	-15.504
308	17.062	-26.117
309	16.385	-25.619
310	-4.0308	-24.362
311	13.719	-25.403
312	16.896	-26.738
313	17.154	-26.614
314	17.711	-26.25
315	17.264	-27.424
316	16.772	-27.194
317	18.369	-25.689
318	18.448	-26.628
319	17.108	-27.199
320	17.545	-27.217
321	17.716	-26.094
322	18.752	-26.517
323	17.287	-27.388
324	17.706	-26.352
325	18.669	-26.167
326	18.544	-26.78
327	17.352	-26.637
328	18.627	-26.467
329	18.369	-25.619
330	18.894	-26.329
331	17.817	-26.738
332	18.024	-25.96
333	18.876	-25.887
334	18.084	-25.988
335	18.043	-26.789
336	18.116	-25.085
337	18.835	-26.071
338	17.969	-26.536
339	18.457	-25.675
340	18.973	-26.149
341	17.43	-26.499
342	19.318	-25.863
343	18.342	-25.73
344	18.558	-26.209
345	17.706	-27.282
346	18.521	-25.831
347	18.678	-25.923
348	18.024	-27.203
349	17.914	-26.485
350	18.83	-25.219
351	-4.8965	-24.234
352	-7.0697	-23.538
353	17.964	-26.586
354	18.821	-26.573
355	18.31	-26.333
356	18.093	-25.771
357	18.333	-26.517
358	18.112	-25.933
359	18.259	-26.071
360	17.416	-27.314
361	-5.5779	-23.552
362	-9.6252	-23.865
363	-8.5938	-22.788
364	-9.1693	-23.58
365	-9.6482	-24.422
366	-9.5699	-23.34
367	-9.4686	-23.377
368	-9.2983	-23.764
369	-10.247	-23.621
370	-9.3305	-24.298
371	-8.7734	-24.883
372	-9.5607	-23.557
373	-8.5385	-23.92
374	-8.9483	-24.298
375	-8.6306	-24.358
376	-9.9889	-24.814
377	-9.3765	-23.515
378	-8.999	-24.132
379	-9.8001	-23.985
380	-9.5009	-24.625
381	-9.7817	-24.855
382	-10.459	-24.464
383	-9.4456	-24.409
384	-9.8047	-23.856
385	-8.9575	-24.266
386	-9.6666	-24.961
387	-8.3774	-24.57
388	-8.5385	-24.188
389	-9.441	-24.137
390	-10.063	-24.266
391	-8.6537	-24.754
392	-9.6114	-24.252
393	-9.3213	-23.276
394	-10.265	-23.69
395	-10.505	-24.92
396	-9.9889	-24.616
397	-10.555	-22.751
398	-10.27	-23.796
399	-10.058	-23.455
400	-9.2292	-24.031
401	17.439	-25.085
402	16.592	-24.284
403	17.914	-24.22
404	17.205	-25.136
405	16.947	-24.353
406	17.799	-24.192
407	17.504	-23.782
408	17.702	-24.031
409	16.615	-23.175
410	18.001	-23.239
411	16.551	-23.75
412	17.444	-22.452
413	16.896	-22.387
414	17.145	-22.429
415	17.407	-21.66
416	17.729	-21.591
417	16.984	-20.997
418	16.588	-21.457
419	16.362	-22.304
420	16.256	-21.001
421	16.951	-20.196
422	16.868	-20.688
423	-1.6135	-19.965
424	-0.99195	-19.85
425	-1.1485	-18.082
426	-0.49007	-18.487
427	-2.097	-19.804
428	-1.4478	-17.787
429	-0.59597	-17.46
430	-1.5629	-18.243
431	-1.7379	-17.507
432	-1.4524	-17.318
433	-0.84461	-16.144
434	-1.0748	-17.599
435	-2.3594	-17.382
436	-0.89525	-15.462
437	-0.88605	-16.194
438	-1.9635	-16.075
439	-1.4155	-16.355
440	-1.2406	-14.896
441	-0.84	-15.628
442	-2.1292	-15.508
443	-1.2682	-14.205
444	-0.12632	-14.385
445	-1.5767	-13.648
446	-1.48	-14.201
447	-1.0748	-14.776
448	-1.084	-14.348
449	-0.5269	-14.44
450	-2.7278	-14.583
451	-1.3373	-12.971
452	-1.655	-14.224
453	-1.3879	-12.433
454	-1.6964	-12.884
455	-2.272	-12.732
456	-1.1577	-12.695
457	-1.6135	-12.313
458	-1.701	-12.971
459	-1.4892	-11.125
460	-1.6918	-12.409
461	-0.14934	-11.373
462	-1.1531	-11.397
463	-2.47	-11.268
464	-1.6135	-11.397
465	-1.1393	-10.526
466	-1.434	-11.682
467	-1.7655	-10.425
468	-1.7056	-11.562
469	-1.9911	-9.8172
470	-0.47625	-10.241
471	-1.0978	-9.2186
472	-1.3511	-9.9415
473	-1.4754	-10.052
474	-1.5997	-9.9001
475	-0.95972	-9.5317
476	-0.99195	-8.8319
477	-1.5859	-8.7904
478	-1.6089	-10.319
479	-0.80317	-9.3107
480	-1.5767	-8.6937
481	-1.1025	-8.6293
482	-1.259	-8.505
483	-1.0702	-9.1358
484	-1.9451	-8.9838
485	-1.4708	-7.8143
486	-1.9543	-7.865
487	-1.7148	-8.0169
488	-1.6642	-8.155
489	-1.7931	-8.3024
490	-1.7839	-7.2203
491	-2.0878	-7.3999
492	-2.0187	-7.6946
493	-2.2213	-6.9072
494	-0.95972	-6.5941
495	-2.1062	-6.8934
496	-1.8069	-6.4192
497	-1.3465	-6.9947
498	-1.8944	-6.189
499	-2.3364	-6.4744
500	-2.2904	-5.9818
501	-1.1945	-5.8989
502	-1.8253	-6.8244
503	-1.678	-5.7561
504	-2.3641	-5.0701
505	-1.1623	-5.9956
506	-1.7609	-5.1576
507	-1.3879	-5.3878
508	-1.7885	-4.8261
509	-2.3917	-6.2672
510	-1.9036	-5.1253
511	-0.85381	-4.8859
512	-1.7747	-5.5075
513	-2.6541	-5.1207
514	-1.9635	-4.9734
515	-2.2167	-5.4062
516	-1.4846	-4.1722
517	-1.1991	-4.5222
518	-1.899	-4.0249
519	-1.8806	-5.3463
520	-1.7609	-4.0019
521	-1.9266	-3.9282
522	-1.3373	-4.3196
523	-1.0518	-4.0479
524	-1.4248	-3.0948
525	-1.3741	-5.001
526	-2.76	-4.8445
527	-1.305	-3.0626
528	-0.95511	-3.6703
529	-2.516	-3.5138
530	-1.9911	-3.9466
531	-1.1117	-2.9429
532	-1.0932	-2.5561
533	-1.7655	-4.0065
534	-2.6035	-3.5414
535	-0.75712	-2.3673
536	-0.89065	-3.1915
537	-1.655	-3.3941
538	-1.7793	-3.5506
539	-1.7333	-2.0036
540	-1.4202	-2.7311
541	-2.3779	-2.1463
542	-1.9543	-3.0303
543	-1.5951	-3.2007
544	-1.5491	-1.5661
545	-2.2121	-2.5561
546	-1.282	-2.6482
547	-1.6642	-1.8838
548	-1.9266	-3.0349
549	-1.5215	-3.0211
550	-1.9174	-1.9023
551	-2.2996	-1.7918
552	-1.8852	-1.3037
553	-1.7286	-1.8102
554	-1.4478	-2.7311
555	-1.4938	-1.6766
556	-1.6918	-2.0358
557	-1.9312	-0.93994
558	-2.5068	-3.0073
559	-1.3557	-1.4971
560	-2.0141	-2.2108
561	-1.4754	-0.77879
562	-2.0371	-1.4787
563	-2.0648	-0.9998
564	-1.8668	-1.7595
565	-1.5168	-0.82483
566	-2.1799	-1.8884
567	-2.1016	-1.603
568	-1.8161	-0.50713
569	-2.6081	-1.9069
570	-1.4938	-1.6122
571	-1.8115	-1.6997
572	-2.2674	-1.1103
573	-1.8023	-1.161
574	-2.3825	-1.5431
575	-1.7471	-1.0412
576	-1.7471	-0.2677
577	-1.4708	-1.1241
578	-2.912	-1.0643
579	-2.318	-0.44267
580	-1.7839	-1.5109
581	-2.1062	-0.99059
582	-2.9626	-0.8939
583	-2.2213	-0.73735
584	-0.6328	-1.2899
585	-2.8153	-0.83865
586	-1.6274	-0.20784
587	-1.9128	-1.7872
588	-1.8714	-1.4648
589	-1.7885	-0.76958
590	-2.1108	-0.61303
591	-1.8484	-0.083526
592	-0.87684	-0.55317
593	-2.6403	-0.9952
594	-1.8392	0.2618
595	-1.8023	-0.45188
596	-1.9036	-0.18482
597	-2.2766	-0.86167
598	-1.9128	-0.74656
599	-2.097	-0.60382
600	-2.0233	-1.0827
601	-2.3594	0.073024
602	-0.53611	-0.38742
603	-2.2397	-0.59922
604	-1.9128	-1.4188
605	-2.1016	-0.1664
606	-1.9865	-0.57159
607	-1.5076	-0.93994
608	-2.2996	-0.74195
609	-2.295	-0.14799
610	-2.0325	-1.5109
611	-2.0049	0.040793
612	-2.2351	-1.0965
613	-1.5905	-1.0182
614	-1.6366	-0.76037
615	-1.5168	-0.64987
616	-2.2121	-0.29072
617	-2.2443	-0.30454
618	-1.3327	-0.4795
619	-3.0639	-0.30454
620	-1.8069	-1.0412
621	-1.9358	-1.5017
622	-1.7701	-0.20324
623	-1.4984	-0.49792
624	-1.8852	-0.95836
625	-1.1715	-1.2761
626	-2.5713	-1.5109
627	-2.0924	-0.12957
628	-1.6274	-1.161
629	-1.4524	-0.55778
630	-1.3189	-0.86627
631	-2.5713	-1.2761
632	-2.3456	-0.42425
633	-1.2498	-0.48411
634	-2.0325	-1.1057
635	-2.9995	-1.1656
636	-1.1807	-0.30454
637	-1.5491	-0.30454
638	-1.5721	-1.3866
639	-2.1615	-1.1656
640	-1.2452	-0.23547
641	-0.87223	-1.3267
642	-1.5951	-1.1564
643	-1.1945	-1.5063
644	-0.421	-0.28612
645	-0.011211	-1.1057
646	-0.88144	-1.7964
647	-0.38877	-0.82023
648	0.46304	-0.8893
649	-0.28747	-1.0735
650	-0.85842	-1.8194
651	0.25124	-0.046691
652	0.56434	-0.71893
653	-1.038	-2.1923
654	-0.54072	-1.1932
655	0.61959	-0.84325
656	-0.13093	-1.649
657	-0.47165	-1.6766
658	0.28347	-0.87088
659	0.3111	-0.3736
660	-0.5269	-2.3028
661	-0.95051	-1.6674
662	0.35254	-0.66368
663	-0.02042	-1.3221
664	-0.76633	-1.0735
665	-0.15395	-1.0781
666	0.19599	-0.71893
667	-0.57295	-1.2346
668	-0.26906	-1.3912
669	1.0248	-1.0504
670	-0.40719	-0.73275
671	-0.27366	-1.4004
672	-0.71568	-0.94915
673	0.19599	-1.5201
674	-0.84461	-1.7825
675	-0.18157	-1.6674
676	1.034	-0.94915
677	-0.24604	-1.5247
678	0.26966	-1.0781
679	-0.49467	-1.5523
680	-0.048047	-1.0458
681	-0.15855	-1.5523
682	-0.11711	-1.2991
683	0.69326	-1.253
684	0.2144	-1.207
685	-0.70647	-1.0366
686	-0.39338	-0.60843
687	-0.65583	-1.6168
688	-0.46244	-1.6951
689	-0.14934	-1.6766
690	0.1039	-1.2853
691	-0.7341	-1.1886
692	-0.35654	-1.8884
693	-0.59597	-0.82483
694	-0.66964	-1.8562
695	0.49527	-0.48411
696	-0.24143	-1.3543
697	-0.3151	-1.0551
698	-0.60057	-1.3083
699	-0.29668	-1.2899
700	-0.68345	-0.82944
701	0.53671	-0.8939
702	-0.80317	-1.4372
703	0.44923	-0.53936
704	-0.33812	-1.9437
705	0.067063	-1.4142
706	-0.25985	-0.85246
707	-0.0066071	-1.2991
708	-0.40258	-1.0136
709	0.24663	-1.1425
710	0.13613	-2.0542
711	-0.92748	-0.95376
712	0.2098	-0.76037
713	0.19599	-1.3359
714	-0.12632	-0.96757
715	0.39397	-1.3774
716	-0.66964	-0.73735
717	-0.50388	-2.2015
718	-0.46705	-0.79721
719	1.057	-1.0228
720	-0.43482	-1.2807
721	-0.32431	-1.4234
722	-0.42561	-0.87088
723	-0.38417	-1.4833
724	-0.49467	-1.0551
725	0.076272	-1.1103
726	-0.29668	-0.81102
727	0.080876	-2.1831
728	-0.37956	-0.60843
729	-0.67424	-1.1978
730	-0.26445	-0.8985
731	0.27886	-1.0182
732	0.0072061	-1.7503
733	-0.49928	-0.96757
734	-0.18157	-1.0597
735	0.4216	-0.77879
736	-0.54992	-0.66368
737	-0.3105	-0.88469
738	-0.44402	-1.7365
739	-0.57295	-0.92153
740	-0.58676	-1.6905
741	0.1039	-0.53015
742	-0.048047	-0.87088
743	-0.80317	-2.3995
744	-1.0978	-1.405
745	0.68405	-0.54857
746	0.19138	-1.3083
747	-0.68345	-1.3083
748	-0.089486	-1.7365
749	0.38937	-0.46109
750	0.56434	-1.1379
751	-1.8438	-2.3765
752	-0.35654	-0.92153
753	0.87744	-0.52094
754	-0.23683	-1.5523
755	-0.99655	-1.2715
756	0.20059	-1.2576
757	0.29728	-0.99059
758	-0.85842	-1.6306
759	-0.24604	-1.1011
760	-0.1079	0.063815
761	0.65642	-1.1978
762	-1.3327	-1.7181
763	0.071668	-1.3728
764	-0.09409	-0.66368
765	-0.87684	-1.672
766	-0.79396	-1.4234
767	-0.19078	-0.50713
768	0.044041	-1.8332
769	0.039437	-0.7926
770	-0.37956	-1.1425
771	0.57355	-1.7319
772	0.057854	-1.1241
773	-0.066464	-0.93994
774	0.68866	-0.9952
775	-1.6964	-2.3903
776	1.1767	-0.60382
777	-0.23683	-0.93073
778	0.048646	-0.29993
779	-0.87223	-1.5063
780	-0.19999	-0.71433
781	0.14073	-1.9944
782	0.34793	-0.31835
783	0.50448	-1.5155
784	0.01181	-1.3221
785	0.29268	-0.69591
786	-0.89525	-2.3765
787	0.39858	-0.95376
788	-0.22762	-1.9575
789	-0.3105	-1.3774
790	-0.21841	-1.6352
791	0.39858	-2.2614
792	0.025624	-0.82944
793	0.23743	-0.34137
794	0.19138	-1.0412
795	-0.66964	-1.5339
796	-0.06186	-0.90311
797	0.43081	-1.6813
798	-0.16776	-1.2623
799	-1.236	-1.0182
800	-0.21841	-0.98599
801	0.36174	-1.6214
802	-0.78475	-1.1564
803	0.19138	-1.1011
804	0.090085	-2.5008
805	-0.22762	-1.5063
806	-0.54072	-0.88009
807	-0.24604	-1.1517
808	-0.35654	-0.43346
809	0.88664	-1.3497
810	-0.35654	-1.3543
811	1.0846	-0.41965
812	-0.34733	-0.80642
813	-0.18618	-0.69131
814	0.039437	-1.207
815	-0.30589	-1.2392
816	-0.43482	-0.36439
817	-0.72029	-0.9998
818	-0.45784	-0.71433
819	0.56434	-1.8056
820	-0.7387	-0.85246
821	-0.91828	-1.1241
822	-0.25064	-1.2484
823	-0.19078	-0.96757
824	-0.25985	-0.58541
825	-0.1033	-0.67289
826	-0.67424	-0.82023
827	-0.6282	-1.4787
828	0.11771	-0.84786
829	-0.038838	-0.78339
830	-0.56374	-1.4556
831	-0.19999	-0.93534
832	-0.2092	-1.4096
833	-0.84	-0.62684
834	-0.12632	-0.86167
835	0.43541	-1.0781
836	-0.77554	-1.0182
837	-0.56834	-0.6867
838	-0.66043	-1.5661
839	-0.38877	-1.6859
840	0.45383	-0.95376
841	-0.35654	-1.382
842	0.01181	-1.1978
843	-1.2498	-1.6536
844	-0.16316	-0.34137
845	0.044041	-0.71433
846	0.090085	-0.369
847	1.057	-1.2346
848	-0.70187	-1.672
849	-0.40719	-0.8985
850	0.66103	-0.80181
851	-0.38417	-1.7503
852	-0.96892	-1.87
853	0.15455	-0.64987
854	-0.1033	-0.48871
855	-0.19078	-1.672
856	-0.93209	-1.2945
857	0.28807	-0.53936
858	0.26045	-1.3958
859	-0.78014	-1.4142
860	-0.58676	-1.5523
861	-0.34273	-0.069713
862	0.48606	-0.82023
863	-0.60518	-1.7319
864	-0.64201	-0.69131
865	0.65642	-0.78339
866	-0.2138	-1.6214
867	-0.72029	-2.0634
868	0.071668	-0.42886
869	0.24663	-0.81562
870	-0.64662	-1.7641
871	-0.84921	-1.1195
872	-0.18157	-0.5762
873	-0.17237	-1.4971
874	-0.71568	-1.1886
875	0.28347	-0.77419
876	0.39858	-0.083526
877	-0.5223	-2.0956
878	-1.2037	-1.3497
879	0.094689	-0.30454
880	0.16376	-1.3083
881	-0.64662	-1.2761
882	-0.25064	-1.5385
883	0.2098	-0.35979
884	-0.58216	-1.1794
885	-0.19539	-0.97217
886	0.54592	-0.60382
887	-0.34273	-0.97217
888	-0.33812	-1.4971
889	-0.26906	-1.0735
890	-0.33352	-1.9897
891	-0.87684	-0.82944
892	-0.61899	-1.0919
893	0.99715	-0.95376
894	0.034832	-1.2392
895	0.044041	-0.54397
896	-0.33352	-1.8884
897	0.05325	-0.91232
898	-0.3151	-1.5984
899	-0.56834	-1.2576
900	-0.33812	-1.1287
901	-0.16776	-1.1287
902	-0.5223	-2.1141
903	0.23282	-0.96757
904	0.14994	-0.73735
905	-1.3695	-1.3451
906	-0.2092	-0.369
907	0.021019	-1.2576
908	-0.71108	-0.92613
909	-0.14013	-2.2384
910	0.73009	-0.34137
911	-0.55453	-1.6628
912	-0.37956	-1.4326
913	0.05325	-1.2761
914	-0.25064	-1.0044
915	-0.44402	-1.4142
916	-0.69727	-0.93073
917	-0.44402	-0.75116
918	-0.49007	-1.847
919	-0.35194	-0.70512
920	-0.35654	-0.57159
921	-0.54532	-0.32756
922	0.05325	-1.253
923	-0.32891	-1.3543
924	-0.12172	-0.9952
925	0.20519	-1.58
926	0.88204	-1.2024
927	-0.74331	-1.0965
928	0.32491	-0.54397
929	-0.75252	-1.1149
930	-0.39798	-1.0781
931	0.14994	-1.3083
932	-0.14474	-0.52555
933	-0.048047	-0.67749
934	-0.35654	-1.6398
935	0.080876	-0.97678
936	-0.23222	-1.8194
937	0.05325	-0.65447
938	-0.56834	-1.2669
939	-0.18157	-1.3866
940	-0.6282	-0.30914
941	1.1031	-1.0228
942	-0.057255	-0.63145
943	-0.8354	-1.8884
944	-0.59597	-0.4703
945	0.6334	-1.0689
946	0.417	-0.73275
947	-1.1485	-1.0551
948	0.1085	-1.1471
949	-0.48086	-2.0864
950	0.46304	-1.1656
951	0.12692	-0.27691
952	-0.11251	-0.54397
953	-0.18157	-2.22
954	1.0202	-1.0182
955	0.34333	-0.60382
956	0.49527	-1.0827
957	0.33872	-0.44267
958	0.26505	-0.60843
959	-0.75252	-2.3535
960	-0.98274	-1.4602
961	0.63801	-0.18943
962	0.15915	-1.3405
963	-0.68806	-1.428
964	-0.29208	-1.8286
965	-0.25064	-0.42425
966	0.40779	-0.96757
967	-0.87684	-1.9345
968	-0.89525	-1.1333
969	0.8406	-0.24928
970	-0.19999	-1.5063
971	-0.79856	-1.1932
972	0.26966	-1.2254
973	0.11311	-0.61764
974	-1.1761	-1.7779
975	0.34793	-1.4464
976	-0.33812	-1.2346
977	-0.19078	-0.24008
978	-0.57295	-1.0781
979	0.034832	-1.3405
980	-0.28747	-0.59461
981	0.01181	-1.0182
982	0.46304	-0.33677
983	-0.06186	-1.8516
984	0.56434	-0.98599
985	-0.28747	-0.032877
986	-0.60978	-1.2024
987	-0.5223	-2.4364
988	-0.54992	-0.59461
989	-0.27827	-1.2899
990	-0.38417	-1.1057
991	-1.0058	-1.3313
992	-0.2138	-0.12957
993	-0.66503	-2.2338
994	-0.19078	-0.24468
995	-0.54532	-0.86167
996	0.094689	-1.6214
997	-0.29668	-1.2945
998	-0.22301	-0.5808
999	-0.7295	-1.6306
1000	-0.58676	-1.0458
1001	-0.44863	-1.253
1002	-0.46705	-0.77879
1003	-0.93669	-0.69591
1004	-0.034233	-1.032
1005	-0.34733	-0.64987
1006	0.1039	-1.0504
1007	-0.29208	-1.0827
1008	0.17296	-0.87088
1009	0.20059	-0.90311
1010	-0.43482	-0.62224
1011	-0.95511	-1.6398
1012	-0.84921	-0.70051
1013	-0.43021	-2.0864
1014	-0.46705	-1.3635
1015	-0.22301	-1.0735
1016	-0.12172	-1.0965
1017	0.094689	-1.3543
1018	-1.5399	-1.3175
1019	0.057854	-0.8985
1020	-0.95051	-1.1886
1021	-0.29208	-1.2761
1022	-0.30589	-1.1932
1023	-0.45323	-0.8893
1024	-0.27827	-1.3497
1025	0.12692	-1.8516
1026	-0.45784	-1.4372
1027	0.51829	-0.52555
1028	-0.35194	-0.84786
1029	-0.37496	-0.9998
1030	0.044041	-1.8286
1031	-0.66964	-1.3543
1032	0.15455	-0.96297
1033	-0.32891	-1.5109
1034	-0.23222	-1.1149
1035	0.61038	-1.8516
1036	-0.58216	-1.1978
1037	0.17296	-1.3451
1038	0.38937	-1.5569
1039	-0.53151	-0.81102
1040	0.2144	-0.92613
1041	-0.79396	-1.7503
1042	-0.48086	-2.3121
1043	-0.17697	-1.6951
1044	0.60578	-0.45188
1045	-0.99195	-1.7089
1046	0.1039	-1.5155
1047	-0.54072	-0.88009
1048	-0.29668	-1.4879
1049	-0.1079	-1.7549
1050	-0.35654	-0.65447
1051	0.05325	-0.98599
1052	-0.99655	-1.2024
1053	-0.33352	-0.66828
1054	0.34793	-1.7089
1055	0.6288	-1.2484
1056	0.27886	-1.0551
1057	-0.25985	-1.3543
1058	0.15455	-1.7227
